rank,name,archetype,tier,fit_score,ranked_score,commune,postcode,address,lat,lon,phone,email,website,reasoning,sources,source_id
585,Camping de la Forêt,camping,A,7.0,9.80,Montargis,45200,38 Avenue Louis Maurice Chautemps,48.0082172,2.7520223,+33 2 38 98 00 20,camping@agglo-montargoise.fr,https://www.agglo-montargoise.fr/loisirs-et-tourisme/campings-de-l-ame/camping-de-la-foret-a-montargis-11209,"Forest-based 3-star campground with explicit 'in forest' positioning; mature trees highly likely, family/outdoor audience, tier-A budget, and private operator control. Strong candidate.",osm,osm:way/642302722
586,Camping La Forêt,camping,A,7.0,9.80,,,47 Route de Mariembourg,50.1383309,4.5018396,,,,Camping La Forêt (name suggests forest) targets families with discretionary budget and long-term site control; forest name implies mature trees for anchoring.,osm,osm:way/653701983
587,Camping du Bois Joli,camping,A,7.0,9.80,Hénonville,60119,2 Route de Cresnes,49.2044828,2.0478195,+33 3 44 49 87 92,,http://campingduboisjoli.e-monsite.com/,Camping du Bois Joli (name indicates woods) is a family campsite with ownership control and discretionary budget potential; wooded name strongly suggests mature tree anchoring points.,osm,osm:way/673174105
588,Campsite l'Île d'Amour,camping,A,7.0,9.80,Pont-sur-Yonne,89140,Route de Bray,48.2922414,3.2078,+33 3 86 67 03 62,hello@iledamour.com,https://iledamour.com/,Campsite l'Île d'Amour targets families seeking active play; island/riverside location and campsite tier suggest owned outdoor space with likely tree coverage for adventure activities.,osm,osm:way/675662155
589,Le Jardin Botanique,camping,A,7.0,9.80,,,,47.4462891,1.0472967,+33 2 47 30 13 50,,https://www.camping-jardinbotanique.com/,3-star botanical garden campsite with strong likelihood of mature trees and family-friendly positioning; good budget potential as leisure operator.,osm,osm:way/765892012
590,Camping du Château de Bouafles,camping,A,7.0,9.80,Bouafles,27700,Rue des Mousseaux,49.2150829,1.3855889,+33 2 32 54 03 15,,https://www.chateaudebouafles.com,"4-star château campsite with premium positioning, private operator, and strong family appeal; outdoor grounds likely include mature trees.",osm,osm:way/782680586
591,Happy kids,childrens_center,A,7.0,9.80,,,,49.0005891,1.1466972,,,,"Children's center with playground suggests young audience and active outdoor positioning; likely has outdoor space and budget awareness, though trees and long-term control uncertain.",osm,osm:node/13458672783
592,Camping Aux Cygnes d'Opale,camping,A,7.0,9.80,,,,49.9236286,1.6582274,+33 235945565,,https://www.auxcygnesdopale.fr,3-star camp site indicates premium positioning and budget; family-oriented with likely ownership control; trees probable given natural setting of camps.,osm,osm:way/838636378
593,Camping Le Clos Savoye,camping,A,7.0,9.80,,,4 Chemin du Clos de Savoye,49.9810988,1.2578428,+33 2 35 83 61 06,,https://camping-leclossavoye.fr,3-star camp site with solid budget tier and family audience; private operator status supports $5k discretionary spend; trees common in French camps.,osm,osm:way/838636862
594,Camping les Prés de la Mer,camping,A,7.0,9.80,Vittefleur,76450,,49.825582,0.6326378,+33 2 35 97 53 82,,https://www.lespresdelamer.com,3-star camp site near coast with premium tier; private operator likely has budget and long-term land control; family-active demographic strong fit.,osm,osm:way/838638875
595,Manoir de Conteville - Gîtes - Chambre d’Hôtes,treehouse_hotel,A,7.0,9.80,,,,49.8503757,0.6306193,+33235971924,,,Treehouse-hotel archetype indicates mature trees and audience seeking elevated outdoor experiences; gîte/chalet operations suggest solid budget and property ownership.,osm,osm:way/117846599
596,La Grenouillère,camping,A,7.0,9.80,,,,47.6860078,1.4853215,+33 2 54 87 80 37,grenouillere@capfun.com,http://www.camping-loire.com/,3-star camp site with family audience and premium tier; name suggests water feature and natural setting with probable trees; solid budget signal.,osm,osm:way/839116534
597,Les Cochards,camping,A,7.0,9.80,,,,47.2657188,1.3884565,+33 2 54 75 15 59,camping@lescochards.com,http://www.lescochards.com/,4-star camping suggests higher discretionary budget and quality-focused positioning; likely appeals to families with outdoor interests and may have mature grounds.,osm,osm:way/839123055
598,Pop Corn Labyrinthe Tours - Ballan Miré,leisure_park,A,7.0,9.80,,,,47.3549437,0.5196405,+33 7 45 10 39 36,,https://www.popcornlabyrinthe.fr/tours/,"Leisure/theme park (Pop Corn Labyrinthe) explicitly caters to families and active play, likely has outdoor space and discretionary budget; trees uncertain but strong audience fit.",osm,osm:node/11924976169
599,Gîte de Marcheval,treehouse_hotel,A,7.0,9.80,Saint-Viâtre,41210,Route de la Ferté-Imbault,47.4888807,1.9412116,,,https://marcheval.weebly.com,"Nature-focused gîte in Sologne (forested region) serving leisure visitors seeking tranquility and outdoor experience; likely has mature trees and discretionary budget, though repositioning toward adventure activities would be needed.",osm,osm:node/7775655343
600,Aire Restigné,camping,A,7.0,9.80,,,,47.279882,0.2262393,,,,"Camping sites typically have open grounds and outdoor infrastructure, suggesting discretionary budget and family-focused audience. Likely has some mature trees for shade, though confirmation needed.",osm,osm:way/941596386
601,Les Saules,camping,A,7.0,9.80,Cheverny,41700,,47.4772275,1.4498844,+33 2 54 79 90 01,contact@camping-cheverny.com,https://www.camping-cheverny.com/,Camping site with likely outdoor grounds and family audience; good potential for mature trees and discretionary budget for activity enhancements. Tier A positioning suggests established operation with resources.,osm,osm:way/951808167
602,Ancien Camping des Écluzelles,camping,A,7.0,9.80,,,,48.7114792,1.4183161,,,,"Established camping site (even if former) signals family audience, outdoor grounds, and potential budget. Name suggests historical operation with infrastructure potential.",osm,osm:way/953385761
603,Domaine du Bel Air,camping,A,7.0,9.80,,,,48.109498,4.3702254,,,,"Camping with leisure park tag (Tier A) suggests managed outdoor grounds, family audience, and probable budget; 'leisure park' may indicate existing infrastructure and tree coverage.",osm,osm:way/1075987323
604,Chalets des Étangs du Chapitre,treehouse_hotel,A,7.0,9.80,,,,47.4007826,1.553657,,,,Chalet property near ponds and etangs suggests water features and likely mature trees; treehouse name implies tree-based infrastructure and adventure-minded clientele. Good fit if trees confirmed.,osm,osm:way/370883867
605,Camping Le Bois Fleuri,camping,A,7.0,9.80,Illiers-Combay,28120,Montjouvin - Route de Brou,48.2859674,1.2277034,+33 2 37 24 03 04,campingleboisfleuri@gmail.com,http://www.camping-chartres.com,"Camping Le Bois Fleuri (3-star) in a rural area likely has mature trees and serves families seeking outdoor activity; ""Bois"" suggests woodland. Budget is reasonable for a mid-tier operator.",osm,osm:way/1153891490
606,Domaine de la Motte,camping,A,7.0,9.80,Signy-le-Petit,08380,,49.9127737,4.2863868,+33 3 24 53 54 73,contact@domainedelamotte.eu,https://www.dm08.fr/,Domaine de la Motte (3-star campsite) suggests rural woodland estate with likely mature trees and family-oriented recreation; reasonable budget for mid-tier operator.,osm,osm:way/1160454659
607,Gîte au Manoir Le Louis XXI,treehouse_hotel,A,7.0,9.80,Masnières,59241,42 Rue Lain,50.1095573,3.2071467,+33 3 27 78 01 42,lelouisxxi@orange.fr,https://www.manoirlelouisxxi.com,Treehouse hotel archetype and garden tags suggest mature trees on-site and outdoor leisure orientation; likely operator with budget for premium guest experiences. Good ownership/control and target audience fit.,osm,osm:way/1170405994
608,camping Les Grebes du Lac de Marcenay,camping,A,7.0,9.80,,,,47.8710595,4.4038036,,,,Family-oriented lake camping with 'Grebes' (water birds) suggesting natural landscape; camping demographic values outdoor activities; likely mature trees near water and better budget for facilities.,osm,osm:way/1213722749
609,Au fil de l'eau,treehouse_hotel,A,7.0,9.80,Berny,80250,,49.7414035,2.3498898,,,https://www.facebook.com/profile.php?id=100077552763608,Treehouse-archetype chalet with nature/water theme and likely mature trees; adventure-seeking clientele and owned property control; $5k investment reasonable for experiential upgrade.,osm,osm:node/10020757295
610,Les Gorgeats,treehouse_hotel,A,7.0,9.80,Sully-sur-Loire,45600,,47.7662433,2.41422,,,https://www.gites-de-france-loiret.com/fr/location/locations-gites-sully-sur-loire-les-gorgeats-h45g003977,3-star treehouse hotel with adventure/outdoor positioning and mature trees; good budget fit and audience alignment.,osm,osm:node/12250487376
611,Le Lac des Vieilles Forges,camping,A,7.0,9.80,,,,49.8735626,4.6058299,+33 3 24 40 17 31,,https://www.homair.com/camping/lac-des-vieilles-forges,"Lake-based campground (3-star) with families, likely mature trees near water, and reasonable budget; recreational positioning suggests openness to adding adventure features.",osm,osm:way/1298877303
612,Club Soleil de Troyes,camping,A,7.0,9.80,Verrières,10390,Rue du Général de Gaulle,48.2335196,4.1369619,+33 3 25 41 70 82,club-du-soleil-troyes@orange.fr,https://www.cstroyes.fr/,Activities-focused club campground with membership-based model suggesting discretionary budget and audience seeking experiential offerings; likely wooded club grounds.,osm,osm:way/1303857852
613,Camping les Sapins,camping,A,7.0,9.80,,,,49.0032222,1.0358696,,,,"Dedicated camp site with 'Sapins' (pines) in name suggests mature tree presence, family-oriented camping audience, and likely operator budget for amenity upgrades; good prospect.",osm,osm:way/1334251862
614,Sunêlia l'Étang de Sologne,camping,A,7.0,9.80,,,,47.5316964,2.0393248,+33 254887022,,https://www.camping-sologne.com/,"4-star campsite with family audience, outdoor grounds, and likely operator budget; camping sites often have mature trees for shade, making it a solid candidate for rope-net installation.",osm,osm:way/1365275588
615,Ferme du Pollet,camping,A,7.0,9.80,,,,49.8202911,1.1754853,+33 6 86 71 17 56,lafermedupollet.com@gmail.com,,Farm-based campsite suggests rural setting with likely mature trees and family/experiential audience; farmyard tag indicates land control and outdoor space suitable for rope-net installation.,osm,osm:way/1415351694
616,La Cage aux Mioches,childrens_center,A,7.0,9.80,,,,48.5641984,0.72553,,,,Dedicated children's playground aligns perfectly with rope-net target audience; likely outdoor space with potential trees; operator focused on play and discretionary family spending.,osm,osm:way/1432562786
617,Camping de la Seine,camping,A,7.0,9.80,Jumièges,76480,2699,49.4109814,0.8107797,+33 6 60 22 84 22,campingdelaseine@gmail.com,https://www.campingdelaseine.com,4-star riverside camping (Jumièges) suggests established operator with discretionary budget and likely mature riverside trees; strong family/tourism positioning.,osm,osm:relation/12875007
618,Camping la Ferme de Bouzencourt,camping,A,7.0,9.80,,,,49.9169624,2.5725212,+33 3 22 96 97 76,info@camping-bouzencourt.fr,http://www.camping-bouzencourt.fr/,4-star farm camping suggests established operator with budget and family infrastructure; farm setting likely includes trees suitable for aerial installation.,osm,osm:relation/15756923
619,Base de Loisirs,leisure_park,A,7.0,9.80,,,,48.3745264,2.901285,,,https://www.wampark.fr/base-de-loisirs-fontainebleau-la-grande-paroisse/,"Generic leisure park with likely outdoor space and family audience; strong potential for mature trees and discretionary budget, but name lacks specificity about green infrastructure.",osm,osm:way/310919568
620,Parc Argonne Découverte,leisure_park,A,7.0,9.80,,,,49.3498719,4.7921952,,,,Theme park with outdoor space and family-adventure audience; likely has mature trees and discretionary budget for novelty attractions.,osm,osm:node/1363005355
621,Grinyland,leisure_park,A,7.0,9.80,Sept-Saulx,51400,6 Rue de la Libération,49.1534466,4.242173,+33 3 26 03 24 91,contactgrinyland@orange.fr,http://www.grinyland.com/,"Theme park in rural setting (Sept-Saulx) with likely outdoor space, family audience, and discretionary budget; trees probable but not explicit in tags.",osm,osm:node/3648929753
622,Le Bois de la Folie,leisure_park,A,7.0,9.80,,,,47.5725998,3.1269793,,,,"Theme park with likely outdoor space and family audience; good budget potential if operator-run, but trees/climbing infrastructure uncertain without more detail.",osm,osm:node/3978716262
623,Base de Loisir du Lac,leisure_park,A,7.0,9.80,,,,49.2747432,0.2028523,+33 2 31 65 47 15,,https://www.lacdepontleveque.fr/,"Leisure park at lake setting suggests outdoor space and family activity focus; A-tier suggests adequate budget, though tree coverage uncertain.",osm,osm:node/5942368943
624,Parcabout,leisure_park,A,7.0,9.80,,,,47.634626,3.6655565,,,,"Theme park with strong family/active-play audience and likely outdoor space; good discretionary budget tier, but no explicit tree or infrastructure mention limits confidence.",osm,osm:node/6690835958
625,Axoplage,leisure_park,A,7.0,9.80,,,,49.4717987,3.5591917,,,,"Leisure base (base de loisir) designed for outdoor recreation with family audiences and premium positioning; outdoor space and budget likely match, though tree presence unconfirmed.",osm,osm:way/41948536
626,Koezio,leisure_park,A,7.0,9.80,,,5 Trait d'Union,48.6216334,2.542162,,,,Theme park with family/adventure audience and tier-A positioning suggesting strong discretionary budget and outdoor infrastructure; typical parks have mature trees.,osm,osm:node/9446107736
