rank,name,archetype,tier,fit_score,ranked_score,email,phone,website,commune,postcode,reasoning
512,Les Gites de l'Étang,gite,C,5.0,5.00,gitemons@sfr.fr,+33 6 26623641,https://www.domainedeletang.fr/,Mons-en-Laonnois,,"Gîte de groupes near Mons-en-Laonnois in Picardy; group-oriented audience is positive, but no mention of trees, activity infrastructure, or discretionary budget."
513,Les Sargaillons,gite,C,5.0,5.00,chambredhotebouilly10@yahoo.fr,+33 3 25 40 25 35,http://lessargaillons.free.fr,Bouilly,10320,"Rural gîte in Champagne region; typical small-operator positioning with uncertain outdoor space quality, tree presence, and budget capacity for $5k installation."
514,Le jardin des sens,gite,C,5.0,5.00,contact@jandindeguilly.com,+33 3 80 90 83 48,https://www.jardindeguilly.com/,,,"Gîte 'Jardin des sens' suggests garden/outdoor aesthetic; likely rural with some greenery but no clear evidence of mature trees, infrastructure, or premium discretionary budget."
515,Moulin du Fief Gentil,gite,C,5.0,5.00,contact@fiefgentil.com,+33 2 47 30 32 51,https://www.fiefgentil.com/,Bléré,37150,"Rural gîte with likely outdoor grounds and family-oriented guests seeking active experiences; however, no explicit mention of trees or climbing infrastructure, and budget capacity is unclear for a $5k installation."
516,Aux Eaux Vives,gite,C,5.0,5.00,aux-eaux-vives@orange.fr,+33 3 22 54 07 56,https://www.aux-eaux-vives.fr/,Domart-en-Ponthieu,80620,"Rural gîte in Picardy likely has outdoor space and family guests; name 'Aux Eaux Vives' suggests waterside or natural setting, but no trees or budget signals."
517,Le 42 chambres d'hôtes,gite,C,5.0,5.00,forciericarole@googlemail.com,+33 6 87 02 28 18,https://le-42-chambres-dhotes.business.site/,Nogent-le-Rotrou,28400,"Cycling-focused gîte implies active, adventure-minded clientele; small-scale operator in provincial town; no tree or budget signals, but outdoor activity orientation is positive."
518,Le Moulin de Sauvage,gite,C,5.0,5.00,lemoulindesauvage@orange.fr,+33 7 87 33 74 01,lemoulindesauvage.com,Saint-Just-Sauvage,51260,Historic mill gîte ('Moulin de Sauvage') suggests riverside/country grounds with mature vegetation; family positioning; budget signal unclear.
519,Ferme du Château,gite,C,5.0,5.00,naeyaertnicolas@gmail.com,+33 6 12 81 61 07,https://fermeduchateau-anthenay.com/,Anthenay,51700,"Farm-château gite implies rural grounds and possible trees, but standard gite budget and unclear focus on active family recreation limits fit."
520,La Cerisaie,gite,C,5.0,5.00,andre.chastel@free.fr,+33 1 64 24 23 71,http://www.cerisaie.fr/,,,"Cherry orchard ('Cerisaie') name indicates mature tree presence; gite format suits families, but no clear active-play positioning or budget signals."
521,Le Surmelin,gite,C,5.0,5.00,alain@surmelin.com,+33769895939,https://surmelin.com,Baulne-en-Brie,02330,"Rural gite in Brie region with likely countryside grounds and trees; family-friendly format aligns with rope-net audience, but standard C-tier gite shows modest budget positioning."
522,Domaine d’Orgemont,gite,C,5.0,5.00,domaineorgemont@gmail.com,+33 6 20 72 16 44,https://domaineorgemont.fr/,Cerny,91590,"Rural gîte likely has outdoor grounds and potential trees, but lacks clear indicators of family activity infrastructure or budget positioning. Moderate fit depends on actual property size and amenities."
523,Le clos des ifs,gite,C,5.0,5.00,leclosdesifs@gmail.com,+33 2 35 29 63 31,http://leclosdesifs.com/index.html,Thiétreville,76540,"Rural gîte with bike-friendly positioning suggests active leisure interest, likely rural grounds with trees, but no clear family climbing/adventure focus."
524,Gîte de l'Homme Blanc,gite,C,5.0,5.00,gite.homme.blanc@gmail.com,+33 3 26 42 68 08,https://www.gitehommeblanc.com/,Soizy-aux-Bois,51120,"Rural gîte in wooded-name commune (Soizy-aux-Bois) suggests tree presence and outdoor grounds, but no clear family activity or premium positioning signal."
525,Ferme d'Issonges B&B,gite,C,5.0,5.00,laferme.issonges@gmail.com,+33 6 70 92 58 17,https://www.maisondhotes-champagne.com/,Marigny-en-Orxois,02810,"Farm B&B suggests rural setting with probable trees and outdoor grounds, but no clear active-play or premium-activity positioning."
526,Les Charmois,gite,C,5.0,5.00,jean-louislebouc@orange.fr,+33 3 26 81 36 83,http://www.lescharmois.com/,Morsains,51210,"Rural gîte with modest name suggests countryside property with trees, but no clear signals of family adventure focus or budget scale."
527,L'Ecurie de Vieux-Moulin,gite,C,5.0,5.00,bienvenue@lecuriedevieuxmoulin.com,+33 6 25 76 56 05,https://www.lecuriedevieuxmoulin.com/,Vieux-Moulin,60350,"Historic farm setting ('Ecurie') in Vieux-Moulin suggests potential rural grounds and trees, with moderate family appeal; budget and tree maturity uncertain."
528,Wild Suzon,gite,C,5.0,5.00,boisdesureau@gmail.com,+33 6 33 65 99 19,https://www.wildsuzon.com/,Val-Suzon,21121,"Val-Suzon location suggests valley setting with potential for trees and rural character; gîte format with 'Wild' positioning hints at adventure appeal, but budget and grounds unclear."
529,Jardin Solstice,gite,C,5.0,5.00,jardinsolstice@orange.fr,+33237811582,https://www.jardinsolstice.com/,Vaupillon,28240,"'Jardin Solstice' name suggests garden/green space and likely appeals to nature-seeking guests; rural location good, but unclear if mature trees exist for anchors or if budget/infrastructure ambition align."
530,Domaine du Vertbois,gite,C,5.0,5.00,welcome@domaine-du-vertbois.com,+33617243221,https://domaine-du-vertbois.com,,27370,"Rural gite with 'Vertbois' (greenwood) in name suggesting landscaping, but no explicit tree or amenity data; typical small operator with modest budget."
531,Manoir du Pont,gite,C,5.0,5.00,manoirdupont@gmail.com,+33 6 84 89 07 84,https://manoirdupont.com/,,,Manor-named gite suggesting historic estate with likely grounds; no explicit tree data or outdoor recreation focus; modest operator profile.
532,Villa Cassandre,gite,C,5.0,5.00,villacassandre@gmail.com,+33 6 78 48 54 13,https://www.villacassandre.com/,Esvres,37320,"Villa-scale gite in Esvres; upscale name suggests grounds and potential budget, but no tree or recreational infrastructure data provided."
533,Le grès d'échenilly,gite,C,5.0,5.00,infos.echenilly@free.fr,+33 3 25 78 28 51,http://le.gres.echenilly.free.fr/,,,"Countryside gîte with probable land and trees, but minimal detail on outdoor facilities or audience targeting. May have discretionary budget but lacks signals of adventure positioning."
534,Chez Sophie et Benoît,gite,C,5.0,5.00,chezsophieetbenoit@gmail.com,+33 7 88 36 54 66,https://bourgogne-chambre-hotes.com/,La Bussière-sur-Ouche,21360,Family-run gîte in pastoral area with likely trees and land. Small operator with modest budget; active-play appeal unclear.
535,La Maison de Chaalis,gite,C,5.0,5.00,ludovic.roubaudi@yahoo.fr,+33 6 09 18 03 87,https://www.lamaisondechaalis.com,Fontaine-Chaalis,60300,Gîte in Fontaine-Chaalis with potential rural setting and grounds; 'Maison de' suggests established property but unclear if trees or family focus exists.
536,La Fontaine Racine,gite,C,5.0,5.00,lafontaineracine@gmail.com,+33 7 88 49 61 24,https://www.lafontaineracine.com/,La Ferté-Milon,02460,"Gîte with table d'hôtes hospitality positioning suggests established property and family/group visitors; rural location implies potential grounds, but no explicit outdoor activity focus."
537,Gîte Saint-Nicolas,gite,C,5.0,5.00,contact@gitesaintnicolas51.fr,+33 6 42 66 23 77,https://www.gitesaintnicolas51.fr/,,,"Generic gîte with no distinctive signals of grounds, premium positioning, or family-adventure focus; neutral fit."
538,Gite d'Azy-sur-Marne,gite,C,5.0,5.00,giteazy02@free.fr,+33 6 75 95 38 48,https://www.gite-chateau-thierry.com/,Azy-sur-Marne,02400,"Rural gîte on Marne, likely to have land, but no differentiation signals adventure/family positioning or budget confidence."
539,Chambres d'Hôtes L'Echappée Belle,gite,C,5.0,5.00,contact@lecb.fr,+33 2 38 87 75 87,https://lechappeebelle.eu,Saint-Brisson-sur-Loire,45500,"Charming guesthouse with pool in quiet rural setting; family-oriented amenities suggest outdoor focus, but no trees/climbing infrastructure mentioned. Modest operator."
540,Entre amis,gite,C,5.0,5.00,michelinedegraeve@hotmail.com,+33760266297,https://www.chambre-dhotes-en-champagne.fr/fr/,Le Breuil,51210,"A guest house in rural Le Breuil likely has some outdoor land and could attract families, but lacks clear signals of mature trees, existing climbing infrastructure, or premium budget positioning typical of activity-focused venues."
541,Domaine des Cygnes,wedding_venue,C,5.0,5.00,contact@domainedescygnes.fr,+33 238570404,https://www.domainedescygnes.fr,,,Domaine des Cygnes suggests country estate but no strong indicators of mature trees or climbing/outdoor adventure positioning; generic event-venue data limits confidence.
542,Orangerie Val de Loire,wedding_venue,C,5.0,5.00,contact@orangerievaldeloire.fr,,https://www.orangerievaldeloire.fr,,,"Orangerie name and Loire Valley location suggest gardens and trees; events venue offers programming flexibility, but no clear family/youth focus or budget tier clarity."
543,Arkose,climbing_gym,D,6.0,4.80,contacttours@arkose.com,+33 2 34 36 42 10,https://arkose.com/tours,Tours,37100,Climbing gym with existing adventure sports audience and restaurant amenities; indoor focus but sport-oriented clientele could value aerial net installation; unclear if outdoor space or mature trees available.
544,Arkose Nation,climbing_gym,D,6.0,4.80,contactnation@arkose.com,+33 1 71 93 14 34,https://arkose.com/nation,,,Climbing gym with adventure audience and budget alignment; limited by indoor primary model but operator mindset fits. Outdoor expansion potential if space exists.
545,Climbing District - Pont de Neuilly,climbing_gym,D,6.0,4.80,166@climbingdistrict.com,+33768757547,https://climbingdistrict.com/salle-escalade/pont-de-neuilly/,Neuilly-sur-Seine,92200,"Climbing District serves climbers and adventurers with probable discretionary budget, but as an indoor urban gym it lacks outdoor space and mature trees for installation."
546,Blocbuster La Défense,climbing_gym,D,6.0,4.80,info@blocbuster.fr,+33 1 41 30 14 04,https://blocbuster.fr/la-defense/,Courbevoie,92400,"Blocbuster La Défense attracts the right audience and has budget capacity, but La Défense is a dense urban business district unlikely to have mature trees or outdoor installation space."
547,L'Arche de Noé,zoo,D,6.0,4.80,archedenoe08@yahoo.com,+33 6 85 79 21 43,https://www.archedenoe08.com/,,08260,"Zoo with outdoor grounds, family audience, and likely mature trees; modest budget tier (D) suggests tighter constraints, but active play alignment is strong."
548,écomusée,open_air_museum,D,6.0,4.80,ecomusee45240@orange.fr,,https://www.ecomusee-lignyleribault.fr/,Ligny-le-Ribault,45240,"Open-air museum often has outdoor space and educational mission appealing to families, but tier D and museum focus suggest constrained budget and possible municipal governance limiting $5k project feasibility."
549,Climbing District Bastille,climbing_gym,D,6.0,4.80,bastille@climbingdistrict.com,+33 7 68 56 19 24,https://climbingdistrict.com/salle-escalade-bastille/,Paris,75012,Climbing gym with adventure-seeker audience and private operator format; no outdoor trees but existing aerial infrastructure mindset and budget capacity relevant.
550,École primaire privée Montessori Bilingue d'Andrésy,montessori_school,B,4.0,4.80,contact@ecole-montessori-andresy.com,+33 613728420,,,,"Private Montessori school may have outdoor grounds and family orientation, but schools face procurement and liability constraints, limited discretionary budget, and operational control challenges."
551,École primaire privée Secrets d'Enfance,montessori_school,B,4.0,4.80,cendrine.bathany@secretsdenfance.com,+33 139659813,,,,"Private Montessori school has family/kid audience and possible outdoor grounds, but schools typically lack discretionary budget for non-core infrastructure and face procurement complexity."
552,École primaire privée Montessori Trillium International School,montessori_school,B,4.0,4.80,contact@trillium-international-school.com,+33 671003580,,,,"Private Montessori school with likely outdoor grounds and children audience, but schools face budget/procurement constraints and typically don't invest in recreational climbing."
